dataset,recording,derivation,median_abs_uV
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t017.edf,Cz-Pz,5455.514
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t017.edf,P3-O1,5450.328
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t018.edf,C3-P3,5432.509
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t018.edf,Cz-Pz,5454.008
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t018.edf,P3-O1,5446.479
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t019.edf,C3-P3,5423.725
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t019.edf,Cz-Pz,5453.172
tusz,tusz_v2.0.6/edf/train/aaaaartn/s007_2014/03_tcp_ar_a/aaaaartn_s007_t019.edf,P3-O1,5442.966
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t004.edf,C3-P3,334.957
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t004.edf,F3-C3,335.626
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t007.edf,P3-O1,291.289
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t007.edf,P7-O1,290.954
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t009.edf,P3-O1,836.388
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t009.edf,P7-O1,837.811
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t010.edf,P3-O1,373.438
tusz,tusz_v2.0.6/edf/train/aaaaascj/s006_2014/01_tcp_ar/aaaaascj_s006_t010.edf,P7-O1,373.773
tusz,tusz_v2.0.6/edf/train/aaaaascj/s007_2014/01_tcp_ar/aaaaascj_s007_t000.edf,P3-O1,1986.318
tusz,tusz_v2.0.6/edf/train/aaaaascj/s007_2014/01_tcp_ar/aaaaascj_s007_t000.edf,P7-O1,1985.147
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Cz-Pz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,Fz-Cz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s002_2014/03_tcp_ar_a/aaaaasdq_s002_t000.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s007_2014/03_tcp_ar_a/aaaaasdq_s007_t000.edf,C4-P4,0.669
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s007_2014/03_tcp_ar_a/aaaaasdq_s007_t000.edf,F3-C3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s007_2014/03_tcp_ar_a/aaaaasdq_s007_t000.edf,Fp1-F3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaasdq/s007_2014/03_tcp_ar_a/aaaaasdq_s007_t000.edf,P7-O1,0.837
tusz,tusz_v2.0.6/edf/train/aaaaasme/s003_2015/03_tcp_ar_a/aaaaasme_s003_t003.edf,C4-P4,327.763
tusz,tusz_v2.0.6/edf/train/aaaaasme/s003_2015/03_tcp_ar_a/aaaaasme_s003_t003.edf,Fz-Cz,275.729
tusz,tusz_v2.0.6/edf/train/aaaaasme/s003_2015/03_tcp_ar_a/aaaaasme_s003_t003.edf,P4-O2,327.93
tusz,tusz_v2.0.6/edf/train/aaaaasme/s003_2015/03_tcp_ar_a/aaaaasme_s003_t004.edf,C4-P4,1133.868
tusz,tusz_v2.0.6/edf/train/aaaaasme/s003_2015/03_tcp_ar_a/aaaaasme_s003_t004.edf,P4-O2,1133.198
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Cz-Pz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,Fz-Cz,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaasrf/s001_2015/01_tcp_ar/aaaaasrf_s001_t000.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,C3-P3,0.335
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,C4-P4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,Cz-Pz,0.837
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,F3-C3,0.837
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,F4-C4,0.837
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,F7-T7,0.502
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,Fp1-F7,0.669
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,Fz-Cz,0.837
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,P3-O1,0.502
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,P4-O2,0.502
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,P7-O1,0.669
tusz,tusz_v2.0.6/edf/train/aaaaastr/s003_2015/01_tcp_ar/aaaaastr_s003_t000.edf,T7-P7,0.502
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t001.edf,C4-P4,310.362
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t001.edf,F4-C4,311.701
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t002.edf,Cz-Pz,3179.915
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t002.edf,Fz-Cz,3181.756
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t003.edf,C4-P4,349.68
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t003.edf,Cz-Pz,396.695
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t003.edf,F4-C4,351.521
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t003.edf,Fz-Cz,377.621
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t004.edf,C4-P4,1326.777
tusz,tusz_v2.0.6/edf/train/aaaaatds/s001_2015/01_tcp_ar/aaaaatds_s001_t004.edf,F4-C4,1326.694
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t000.edf,C4-P4,927.908
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t000.edf,F4-C4,928.075
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t001.edf,C4-P4,761.015
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t001.edf,F4-C4,761.266
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t002.edf,C4-P4,838.563
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t002.edf,F4-C4,839.484
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t003.edf,C4-P4,1264.203
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t003.edf,Cz-Pz,352.692
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t003.edf,F4-C4,1264.621
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t003.edf,Fz-Cz,354.365
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t004.edf,C4-P4,521.676
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t004.edf,Cz-Pz,233.232
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t004.edf,F4-C4,520.84
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t004.edf,Fz-Cz,233.901
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t005.edf,C4-P4,657.7
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t005.edf,F4-C4,658.202
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t006.edf,C4-P4,655.023
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t006.edf,F4-C4,655.525
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t007.edf,C4-P4,407.57
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t007.edf,F4-C4,409.076
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t008.edf,C4-P4,339.642
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t008.edf,F4-C4,340.478
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t009.edf,C4-P4,965.72
tusz,tusz_v2.0.6/edf/train/aaaaatds/s002_2015/01_tcp_ar/aaaaatds_s002_t009.edf,F4-C4,965.636
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t000.edf,C4-P4,1332.131
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t000.edf,F4-C4,1332.968
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t001.edf,C4-P4,612.693
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t001.edf,F4-C4,613.028
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t002.edf,C4-P4,1013.404
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t002.edf,F4-C4,1013.571
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t003.edf,C4-P4,697.855
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t003.edf,F4-C4,698.357
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t004.edf,C4-P4,849.606
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t004.edf,Cz-Pz,221.185
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t004.edf,F4-C4,849.606
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t004.edf,Fz-Cz,220.6
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t005.edf,C4-P4,949.156
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t005.edf,Cz-Pz,275.896
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t005.edf,F4-C4,948.821
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t005.edf,Fz-Cz,275.06
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t006.edf,C4-P4,897.457
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t006.edf,Cz-Pz,363.483
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t006.edf,F4-C4,907.496
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t006.edf,Fz-Cz,360.388
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t007.edf,C4-P4,2094.401
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t007.edf,Cz-Pz,809.786
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t007.edf,F4-C4,2094.568
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t007.edf,Fz-Cz,808.615
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t008.edf,C4-P4,1979.123
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t008.edf,Cz-Pz,1157.626
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t008.edf,F4-C4,1979.04
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t008.edf,Fz-Cz,1155.953
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t009.edf,C4-P4,1901.826
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t009.edf,Cz-Pz,1110.444
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t009.edf,F4-C4,1901.826
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t009.edf,Fz-Cz,1108.938
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t010.edf,C4-P4,2476.121
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t010.edf,Cz-Pz,1625.93
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t010.edf,F4-C4,2475.954
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t010.edf,Fz-Cz,1624.926
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t011.edf,C4-P4,3946.87
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t011.edf,Cz-Pz,2713.619
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t011.edf,F4-C4,3948.208
tusz,tusz_v2.0.6/edf/train/aaaaatds/s003_2015/01_tcp_ar/aaaaatds_s003_t011.edf,Fz-Cz,2787.32
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t000.edf,C4-P4,1411.771
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t000.edf,Cz-Pz,458.433
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t000.edf,F4-C4,1411.269
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t000.edf,Fz-Cz,466.129
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t001.edf,C4-P4,2023.294
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t001.edf,Cz-Pz,858.641
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t001.edf,F4-C4,2024.297
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t001.edf,Fz-Cz,868.596
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t002.edf,C4-P4,871.524
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t002.edf,Cz-Pz,608.343
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t002.edf,F4-C4,872.193
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t002.edf,Fz-Cz,400.877
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t003.edf,C4-P4,2303.54
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t003.edf,Cz-Pz,781.51
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t003.edf,F4-C4,2304.376
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t003.edf,Fz-Cz,780.841
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t004.edf,Cz-Pz,582.912
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t004.edf,Fz-Cz,582.075
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t005.edf,Cz-Pz,410.749
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t005.edf,Fz-Cz,409.578
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t006.edf,C4-P4,759.258
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t006.edf,Cz-Pz,1205.979
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t006.edf,F4-C4,759.425
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t006.edf,Fz-Cz,1204.64
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t007.edf,C4-P4,1040.006
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t007.edf,Cz-Pz,1109.106
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t007.edf,F4-C4,1039.671
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t007.edf,Fz-Cz,1107.265
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t008.edf,C4-P4,1165.991
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t008.edf,Cz-Pz,1566.2
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t008.edf,F4-C4,1166.828
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t008.edf,Fz-Cz,1564.526
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t009.edf,C4-P4,4325.077
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t009.edf,Cz-Pz,1784.541
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t009.edf,F4-C4,4325.327
tusz,tusz_v2.0.6/edf/train/aaaaatds/s004_2015/01_tcp_ar/aaaaatds_s004_t009.edf,Fz-Cz,1781.696
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,C3-P3,4902.049
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,C4-P4,777.328
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Cz-Pz,388.831
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,F4-C4,1415.285
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,F7-T7,4941.283
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,F8-T8,1319.667
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Fp1-F3,202.446
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Fp1-F7,4873.439
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Fp2-F4,1443.059
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Fp2-F8,1926.086
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,Fz-Cz,317.557
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,P4-O2,1581.007
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,P7-O1,4898.954
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,P8-O2,2092.56
tusz,tusz_v2.0.6/edf/train/aaaaates/s002_2015/01_tcp_ar/aaaaates_s002_t004.edf,T7-P7,404.726
